-0.0208,0.0235,-0.0012,0.5032
-0.0176,0.0205,-0.0009,0.4338
-0.0044,0.0137,0.0020,0.4057
0.0139,-0.0013,0.0041,0.4022
0.0361,-0.0300,0.0044,0.4247
0.0581,-0.0666,0.0056,0.4224
0.0502,-0.0753,0.0026,0.3887
0.0174,-0.0484,-0.0127,0.2920
0.0225,-0.0238,-0.0299,0.2767
0.0407,-0.0246,-0.0297,0.2075
0.0266,-0.0554,-0.0203,0.0732
0.0688,0.0409,0.0158,0.0783
0.0536,-0.0009,0.0157,0.0231
0.0192,-0.0222,0.0120,0.0371
0.0099,-0.0083,0.0100,0.0453
-0.0043,0.0028,0.0057,0.0664
-0.0201,0.0027,0.0000,0.1180
-0.0363,-0.0054,0.0004,0.2858
-0.0463,-0.0102,-0.0009,0.5124
-0.0548,-0.0114,-0.0025,0.7306
-0.0612,-0.0089,-0.0028,0.8939
-0.0670,-0.0078,-0.0020,1.0304
-0.0731,-0.0057,-0.0001,1.1405
-0.0728,0.0003,0.0014,1.1840
-0.0683,0.0066,0.0019,1.2024
-0.0652,0.0122,0.0027,1.1976
-0.0644,0.0112,0.0045,1.1668
-0.0526,0.0155,0.0070,1.0795
-0.0370,0.0251,0.0068,0.9147
-0.0188,0.0231,0.0033,0.7249
-0.0049,0.0123,-0.0026,0.5537
0.0003,0.0089,-0.0075,0.4269
0.0162,0.0026,-0.0096,0.3227
0.0345,-0.0049,-0.0059,0.1980
0.0478,-0.0094,0.0008,0.0940
0.0733,-0.0155,0.0142,0.0105
0.0824,-0.0165,0.0219,-0.0391
0.0771,-0.0286,0.0155,-0.0405
0.0575,-0.0418,-0.0013,0.0042
0.0562,-0.0157,-0.0199,0.0823
0.0496,-0.0184,-0.0198,0.0725
0.0365,-0.0255,0.0122,-0.0595
0.0795,-0.0161,0.0052,-0.1004
0.0749,-0.0149,0.0065,-0.1136
0.0535,-0.0177,0.0048,-0.1050
0.0346,-0.0157,0.0015,-0.0784
0.0168,-0.0104,-0.0030,-0.0283
0.0006,-0.0074,-0.0050,0.0337
-0.0125,-0.0129,-0.0028,0.1519
-0.0306,-0.0237,-0.0007,0.4360
-0.0412,-0.0222,-0.0015,0.6795
-0.0486,-0.0188,-0.0019,0.8564
-0.0569,-0.0188,-0.0016,1.0050
-0.0643,-0.0166,-0.0006,1.1111
-0.0654,-0.0076,-0.0002,1.1532
-0.0633,0.0043,-0.0003,1.1731
-0.0614,0.0119,0.0002,1.1720
-0.0582,0.0170,0.0018,1.1365
-0.0513,0.0305,0.0049,1.0534
-0.0380,0.0557,0.0054,0.9012
-0.0210,0.0657,-0.0001,0.7109
-0.0070,0.0584,-0.0056,0.5489
-0.0062,0.0565,-0.0078,0.4498
0.0012,0.0607,-0.0083,0.3820
0.0160,0.0518,-0.0067,0.2738
0.0333,0.0418,0.0006,0.1504
0.0479,0.0309,0.0196,0.0615
0.0641,0.0129,0.0302,-0.0014
0.0523,-0.0068,0.0178,0.0040
0.0328,-0.0221,-0.0016,0.0507
0.0401,0.0086,-0.0219,0.1066
0.0401,0.0136,-0.0225,0.1030
0.0186,-0.0196,-0.0039,-0.0097
0.1103,0.0107,0.0036,-0.0880
0.0995,0.0288,0.0053,-0.1065
0.0719,0.0315,0.0040,-0.1006
0.0566,0.0313,0.0023,-0.0740
0.0371,0.0313,-0.0006,-0.0272
0.0137,0.0281,-0.0023,0.0344
-0.0045,0.0208,-0.0011,0.1464
-0.0300,0.0080,0.0012,0.4331
-0.0458,0.0009,-0.0013,0.6932
-0.0563,0.0001,-0.0025,0.8727
-0.0666,-0.0058,-0.0018,1.0205
-0.0732,-0.0107,-0.0011,1.1082
-0.0750,-0.0095,-0.0006,1.1485
-0.0732,-0.0057,-0.0005,1.1693
-0.0713,0.0014,-0.0003,1.1708
-0.0678,0.0054,0.0005,1.1403
-0.0629,0.0044,0.0029,1.0624
-0.0424,0.0181,0.0047,0.9159
-0.0241,0.0231,0.0020,0.7073
-0.0101,0.0126,-0.0034,0.5375
-0.0102,0.0071,-0.0055,0.4335
-0.0011,0.0005,-0.0074,0.3628
0.0138,-0.0066,-0.0082,0.2868
0.0256,-0.0145,-0.0008,0.2225
0.0397,-0.0320,0.0104,0.1390
0.0500,-0.0514,0.0148,0.1030
0.0491,-0.0615,0.0084,0.1059
0.0384,-0.0544,-0.0074,0.1221
0.0254,-0.0314,-0.0223,0.1286
