-0.1148,0.0264,0.0383,0.2395
-0.0926,0.0204,0.0287,0.2389
-0.0596,0.0150,0.0169,0.2432
-0.1018,0.0389,0.0077,0.4805
-0.0903,0.0353,0.0091,0.6319
-0.0411,0.0207,0.0140,0.7384
-0.0140,0.0139,0.0155,0.8301
0.0100,0.0116,0.0180,0.8921
0.0351,0.0084,0.0215,0.9250
0.0663,0.0093,0.0225,0.9468
0.0942,0.0099,0.0186,0.9467
0.0945,0.0060,0.0125,0.8987
0.0850,0.0030,-0.0044,0.7358
0.0506,-0.0085,-0.0233,0.5624
0.0732,-0.0493,-0.0285,0.3369
0.0536,-0.0986,-0.0182,0.1174
-0.0313,0.2472,-0.0269,-0.1654
0.0952,0.0935,-0.0245,-0.3465
0.1016,0.0259,-0.0217,-0.3546
0.0830,0.0615,-0.0241,-0.3579
0.0497,0.0949,-0.0238,-0.3432
0.0313,0.0599,-0.0184,-0.3409
0.0218,0.0428,-0.0116,-0.3034
0.0079,0.0437,-0.0042,-0.2689
-0.0154,0.0371,0.0022,-0.1272
-0.0567,0.0147,0.0091,0.2394
-0.0843,-0.0123,0.0106,0.6253
-0.0949,-0.0259,0.0070,0.8532
-0.1013,-0.0380,0.0033,0.9991
-0.1062,-0.0509,0.0015,1.0885
-0.1054,-0.0564,0.0010,1.1187
-0.1012,-0.0538,0.0005,1.1141
-0.0983,-0.0498,-0.0002,1.0828
-0.0936,-0.0392,-0.0011,1.0097
-0.0865,-0.0339,-0.0007,0.9073
-0.0634,-0.0314,0.0002,0.7867
-0.0281,-0.0285,0.0021,0.6823
-0.0068,-0.0277,0.0040,0.6364
0.0044,-0.0298,0.0073,0.6300
0.0380,-0.0300,0.0090,0.6351
0.0938,-0.0639,0.0075,0.6697
0.1330,-0.1017,0.0060,0.7330
0.1437,-0.1229,0.0049,0.7354
0.0883,-0.1061,-0.0154,0.5332
0.0871,-0.1165,-0.0280,0.3716
0.1042,-0.1107,-0.0267,0.2363
0.0836,-0.1042,-0.0124,0.0603
0.0065,-0.1158,0.0096,0.2017
0.0525,-0.1374,0.0141,0.1516
0.0677,-0.1465,0.0123,0.1631
0.0282,-0.1302,0.0039,0.1775
0.0026,-0.1152,-0.0070,0.2022
-0.0040,-0.1040,-0.0139,0.2413
-0.0134,-0.0792,-0.0146,0.3487
-0.0181,-0.0439,-0.0142,0.4985
-0.0228,-0.0183,-0.0101,0.6615
-0.0297,0.0052,-0.0061,0.8099
-0.0346,0.0240,-0.0029,0.9323
-0.0363,0.0405,-0.0001,1.0301
-0.0430,0.0695,0.0027,1.0991
-0.0490,0.0968,0.0056,1.1233
-0.0479,0.1096,0.0083,1.0916
-0.0497,0.1227,0.0102,1.0232
-0.0523,0.1335,0.0081,0.9079
-0.0422,0.1253,0.0009,0.7531
-0.0207,0.1048,-0.0067,0.5719
-0.0123,0.0878,-0.0129,0.3786
-0.0106,0.0743,-0.0129,0.2379
-0.0006,0.0570,-0.0074,0.0750
0.0096,0.0398,-0.0001,-0.0240
0.0138,0.0258,0.0102,-0.0890
0.0159,0.0105,0.0219,-0.1314
0.0285,-0.0159,0.0241,-0.1407
0.0277,-0.0316,0.0150,-0.1182
0.0304,-0.0302,0.0026,-0.0764
0.0524,-0.0061,-0.0129,0.0151
0.0496,-0.0160,-0.0160,0.0315
0.0107,-0.0604,0.0039,-0.0176
0.1402,0.1678,-0.0055,-0.2449
0.1073,0.0803,-0.0058,-0.2551
0.0683,0.0392,-0.0082,-0.2224
0.0765,0.0838,-0.0083,-0.2354
0.0617,0.1050,-0.0095,-0.1999
0.0335,0.0826,-0.0019,-0.1450
0.0021,0.0718,0.0031,-0.0674
-0.0300,0.0732,0.0051,0.1480
-0.0543,0.0569,0.0053,0.5251
-0.0713,0.0362,0.0002,0.8203
-0.0813,0.0253,-0.0019,0.9784
-0.0880,0.0156,-0.0023,1.0636
-0.0926,0.0060,-0.0013,1.1115
-0.0920,0.0008,-0.0002,1.1300
-0.0875,-0.0007,0.0001,1.1242
-0.0838,-0.0019,0.0005,1.0914
-0.0811,0.0001,0.0017,1.0249
-0.0772,0.0106,0.0036,0.9105
-0.0593,0.0262,0.0048,0.7474
-0.0349,0.0294,0.0014,0.6094
