0.0015,0.0949,0.9672,-0.3040,-0.1724,-0.1524,0.1713,0.6805,-0.0110,0.9983,0.0035,-0.0583,-0.0017,0.9995,0.0319,0.0584,-0.0317,0.9978,0.0184,0.0075,0.3934,0.0199,0.1023,1.3606,-0.1321,-0.0988,2.2074
-0.0041,0.0912,0.9597,-0.2989,-0.1757,-0.2294,0.0397,0.6613,0.0093,0.9976,0.0046,-0.0694,-0.0026,0.9996,0.0283,0.0695,-0.0280,0.9972,0.0214,0.0091,0.4332,0.0173,0.1004,1.3929,-0.1321,-0.0988,2.0112
-0.0096,0.0875,0.9512,-0.2922,-0.1791,-0.3058,-0.1040,0.6252,0.0371,0.9969,0.0058,-0.0785,-0.0040,0.9997,0.0230,0.0786,-0.0226,0.9967,0.0242,0.0109,0.4702,0.0146,0.0984,1.4214,-0.1321,-0.0988,1.8150
-0.0147,0.0837,0.9421,-0.2837,-0.1824,-0.3746,-0.1809,0.5551,0.0633,0.9964,0.0069,-0.0848,-0.0057,0.9999,0.0148,0.0849,-0.0142,0.9963,0.0267,0.0127,0.5038,0.0120,0.0964,1.4459,-0.1321,-0.0988,1.6188
-0.0195,0.0799,0.9332,-0.2726,-0.1857,-0.4273,-0.2672,0.4532,0.0815,0.9961,0.0075,-0.0880,-0.0072,1.0000,0.0045,0.0880,-0.0038,0.9961,0.0289,0.0145,0.5333,0.0094,0.0944,1.4665,-0.1321,-0.0988,1.4226
-0.0239,0.0761,0.9248,-0.2581,-0.1889,-0.4511,-0.4117,0.3127,0.0882,0.9960,0.0076,-0.0891,-0.0082,0.9999,-0.0066,0.0890,0.0073,0.9960,0.0307,0.0164,0.5584,0.0067,0.0925,1.4832,-0.1321,-0.0988,1.2264
-0.0279,0.0723,0.9172,-0.2401,-0.1910,-0.4470,-0.5178,0.1588,0.0765,0.9960,0.0071,-0.0891,-0.0087,0.9998,-0.0178,0.0890,0.0185,0.9959,0.0320,0.0182,0.5787,0.0041,0.0905,1.4959,-0.1321,-0.0988,1.0302
-0.0314,0.0687,0.9108,-0.2197,-0.1911,-0.4211,-0.5535,0.0510,0.0517,0.9961,0.0063,-0.0883,-0.0089,0.9995,-0.0289,0.0881,0.0296,0.9957,0.0328,0.0199,0.5940,0.0014,0.0885,1.5048,-0.1321,-0.0988,0.8340
-0.0344,0.0652,0.9056,-0.1976,-0.1886,-0.3781,-0.5606,-0.0041,0.0264,0.9962,0.0054,-0.0865,-0.0089,0.9992,-0.0396,0.0862,0.0402,0.9955,0.0332,0.0214,0.6041,-0.0012,0.0865,1.5097,-0.1321,-0.0988,0.6378
-0.0369,0.0619,0.9018,-0.1745,-0.1832,-0.3223,-0.5550,-0.0425,0.0091,0.9965,0.0047,-0.0837,-0.0088,0.9987,-0.0494,0.0834,0.0499,0.9953,0.0331,0.0227,0.6088,-0.0039,0.0846,1.5107,-0.1321,-0.0988,0.4416
-0.0390,0.0589,0.8995,-0.1509,-0.1748,-0.2580,-0.5325,-0.0930,0.0027,0.9968,0.0042,-0.0801,-0.0088,0.9983,-0.0578,0.0797,0.0583,0.9951,0.0325,0.0237,0.6082,-0.0065,0.0826,1.5077,-0.1321,-0.0988,0.2454
-0.0407,0.0563,0.8987,-0.1274,-0.1634,-0.1883,-0.4888,-0.1434,0.0046,0.9971,0.0040,-0.0755,-0.0089,0.9979,-0.0646,0.0751,0.0651,0.9950,0.0316,0.0244,0.6022,-0.0091,0.0806,1.5009,-0.1321,-0.0988,0.0492
-0.0419,0.0540,0.8993,-0.1045,-0.1493,-0.1158,-0.4224,-0.1865,0.0105,0.9975,0.0040,-0.0701,-0.0089,0.9975,-0.0698,0.0697,0.0702,0.9951,0.0302,0.0247,0.5908,-0.0118,0.0786,1.4901,-0.1321,-0.0988,-0.1470
-0.0428,0.0520,0.9013,-0.0825,-0.1329,-0.0423,-0.3386,-0.2286,0.0156,0.9980,0.0040,-0.0638,-0.0087,0.9973,-0.0733,0.0634,0.0737,0.9953,0.0284,0.0246,0.5741,-0.0144,0.0767,1.4754,-0.1321,-0.0988,-0.3432
-0.0433,0.0505,0.9045,-0.0620,-0.1148,0.0302,-0.2568,-0.2727,0.0178,0.9984,0.0042,-0.0569,-0.0085,0.9972,-0.0746,0.0564,0.0750,0.9956,0.0263,0.0242,0.5523,-0.0171,0.0747,1.4567,-0.1321,-0.0988,-0.5394
-0.0436,0.0494,0.9087,-0.0432,-0.0957,0.0991,-0.1724,-0.3155,0.0162,0.9987,0.0044,-0.0500,-0.0081,0.9973,-0.0736,0.0495,0.0740,0.9960,0.0239,0.0233,0.5255,-0.0197,0.0727,1.4342,-0.1321,-0.0988,-0.7356
-0.0436,0.0486,0.9137,-0.0266,-0.0762,0.1601,-0.0639,-0.3470,0.0122,0.9990,0.0047,-0.0439,-0.0078,0.9974,-0.0711,0.0434,0.0714,0.9965,0.0213,0.0222,0.4940,-0.0223,0.0707,1.4077,-0.1321,-0.0988,-0.9318
-0.0434,0.0481,0.9193,-0.0126,-0.0573,0.2104,0.0515,-0.3475,0.0080,0.9992,0.0049,-0.0389,-0.0076,0.9977,-0.0677,0.0384,0.0679,0.9970,0.0184,0.0206,0.4580,-0.0250,0.0688,1.3773,-0.1321,-0.0988,-1.1280
